lexeme,variants,gen,sg,pl
scoliose,scoliose,f,skOljoz,skOljoz
scolopendre,scolopendre,f,skOlOpɑ̃dʁ,skOlOpɑ̃dʁ
scolyte,scolyte,m,skOlit,skOlit
scone,scone,m,skon,skon
sconse,sconse:skunks,m,skɔ̃s,skɔ̃s
scoop,scoop,m,skup,skup
scooter,scooter,m,skutœʁ,skutœʁ
scope,scope,m,skɔp,skɔp
scopie,scopie,f,skOpi,skOpi
scopitone,scopitone,m,skOpitɔn,skOpitɔn
scopolamine,scopolamine,f,skOpOlamin,skOpOlamin
scorbut,scorbut,m,skɔʁbyt,skɔʁbyt
score,score,m,skɔʁ,skɔʁ
scorie,scorie,f,skOʁi,skOʁi
scorpion,scorpion,m,skɔʁpjɔ̃,skɔʁpjɔ̃
scotch-terrier,scotch-terrier,m,skɔtʃtɛʁje,skɔtʃtɛʁje
scotch,scotch,m,skɔtʃ,skɔtʃ
scottish,scottish,f,skOtiʃ,skOtiʃ
scoubidou,scoubidou,m,skubidu,skubidu
scoumoune,scoumoune,f,skumun,skumun
scout,scout,m,skut,skut
scoute,scoute,f,skut,skut
scoutisme,scoutisme,m,skutizm,skutizm
scrabble,scrabble,m,skʁabl,skʁabl
scratch,scratch,m,skʁatʃ,skʁatʃ
scratching,scratching,m,skʁatʃiŋ,skʁatʃiŋ
scriban,scriban,m,skʁibɑ̃,skʁibɑ̃
scribe,scribe,m,skʁib,skʁib
scribouillage,scribouillage,m,skʁibujaʒ,skʁibujaʒ
scribouillard,scribouillard,m,skʁibujaʁ,skʁibujaʁ
script-girl,script-girl,f,skʁiptgœʁl,skʁiptgœʁl
script,script,m,skʁipt,skʁipt
scripte,scripte,b,skʁipt,skʁipt
scripteur,scripteur,m,skʁiptœʁ,skʁiptœʁ
scrofulaire,scrofulaire,f,skʁOfylɛʁ,skʁOfylɛʁ
scrofule,scrofule,f,skʁOfyl,skʁOfyl
scrotum,scrotum,m,skʁOtɔm,skʁOtɔm
scrub,scrub,m,skʁœb,skʁœb
scrupule,scrupule,m,skʁypyl,skʁypyl
scrupulosité,scrupulosité,f,skʁypylOzite,skʁypylOzite
scrutateur,scrutateur,m,skʁytatœʁ,skʁytatœʁ
scrutation,scrutation,f,skʁytasjɔ̃,skʁytasjɔ̃
scrutin,scrutin,m,skʁytɛ̃,skʁytɛ̃
sculpteur,sculpteur,m,skyltœʁ,skyltœʁ
sculptrice,sculptrice,f,skyltʁis,skyltʁis
sculpture,sculpture,f,skyltyʁ,skyltyʁ
scutigère,scutigère,f,skytiʒɛʁ,skytiʒɛʁ
seaborgium,seaborgium,m,sibɔʁgjɔm,sibɔʁgjɔm
séance,séance,f,sEɑ̃s,sEɑ̃s
séant,séant,m,sEɑ̃,sEɑ̃
sébaste,sébaste,m,sEbast,sEbast
sébile,sébile,f,sEbil,sEbil
séborrhée,séborrhée,f,sEbOʁe,sEbOʁe
sébum,sébum,m,sEbɔm,sEbɔm
sécateur,sécateur,m,sEkatœʁ,sEkatœʁ
secco,secco:sécot,m,sEko,sEko
seccotine,seccotine,f,sEkOtin,sEkOtin
sécession,sécession,f,sEsEsjɔ̃,sEsEsjɔ̃
sécessionniste,sécessionniste,b,sEsEsjOnist,sEsEsjOnist
séchage,séchage,m,sEʃaʒ,sEʃaʒ
séchard,séchard,m,sEʃaʁ,sEʃaʁ
sèche-cheveux,sèche-cheveux,m,sɛʃʃəvø,sɛʃʃəvø
sèche-linge,sèche-linge,m,sɛʃlɛ̃ʒ,sɛʃlɛ̃ʒ
sèche-mains,sèche-mains,m,sɛʃmɛ̃,sɛʃmɛ̃
sécheresse,sécheresse,f,sEʃəʁɛs,sEʃəʁɛs
sécherie,sécherie,f,sEʃəʁi,sEʃəʁi
sécheuse,sécheuse,f,sEʃøz,sEʃøz
séchoir,séchoir,m,sEʃwaʁ,sEʃwaʁ
second-maître,second-maître,m,səgɔ̃mɛtʁ,səgɔ̃mɛtʁ
second,second,m,səgɔ̃,səgɔ̃
secondaire,secondaire,m,səgɔ̃dɛʁ,səgɔ̃dɛʁ
seconde,seconde,f,səgɔ̃d,səgɔ̃d
secondo,secondo,m,səgɔ̃do,səgɔ̃do
secouement,secouement,m,səkumɑ̃,səkumɑ̃
secoueur,secoueur,m,səkwœʁ,səkwœʁ
secourisme,secourisme,m,səkuʁizm,səkuʁizm
secouriste,secouriste,b,səkuʁist,səkuʁist
secours,secours,m,səkuʁ,səkuʁ
secousse,secousse,f,səkus,səkus
secret,secret,m,səkʁɛ,səkʁɛ
secrétaire,secrétaire,b,səkʁEtɛʁ,səkʁEtɛʁ
secrétairerie,secrétairerie,f,səkʁEtɛʁəʁi,səkʁEtɛʁəʁi
secrétariat,secrétariat,m,səkʁEtaʁja,səkʁEtaʁja
secrète,secrète,f,səkʁɛt,səkʁɛt
sécréteur,sécréteur,m,sEkʁEtœʁ,sEkʁEtœʁ
sécrétine,sécrétine,f,sEkʁEtin,sEkʁEtin
sécrétion,sécrétion,f,sEkʁEsjɔ̃,sEkʁEsjɔ̃
sectaire,sectaire,b,sEktɛʁ,sEktɛʁ
sectarisme,sectarisme,m,sEktaʁizm,sEktaʁizm
sectateur,sectateur,m,sEktatœʁ,sEktatœʁ
secte,secte,f,sɛkt,sɛkt
secteur,secteur,m,sEktœʁ,sEktœʁ
section,section,f,sEksjɔ̃,sEksjɔ̃
sectionnement,sectionnement,m,sEksjɔnəmɑ̃,sEksjɔnəmɑ̃
sectorisation,sectorisation,f,sEktOʁizasjɔ̃,sEktOʁizasjɔ̃
sécu,sécu,f,sEky,sEky
sécurisation,sécurisation,f,sEkyʁizasjɔ̃,sEkyʁizasjɔ̃
sécurit,sécurit,m,sEkyʁi,sEkyʁi
sécurité,sécurité,f,sEkyʁite,sEkyʁite
sedan,sedan,m,sədɑ̃,sədɑ̃
sédatif,sédatif,m,sEdatif,sEdatif
sédation,sédation,f,sEdasjɔ̃,sEdasjɔ̃
sédentaire,sédentaire,b,sEdɑ̃tɛʁ,sEdɑ̃tɛʁ
sédentarisation,sédentarisation,f,sEdɑ̃taʁizasjɔ̃,sEdɑ̃taʁizasjɔ̃
sédentarisme,sédentarisme,m,sEdɑ̃taʁizm,sEdɑ̃taʁizm
sédentarité,sédentarité,f,sEdɑ̃taʁite,sEdɑ̃taʁite
sedia gestatoria,sedia gestatoria,f,sEdjaʒEstatɔʁja,sEdjaʒEstatɔʁja
sédiment,sédiment,m,sEdimɑ̃,sEdimɑ̃
sédimentation,sédimentation,f,sEdimɑ̃tasjɔ̃,sEdimɑ̃tasjɔ̃
séditieux,séditieux,m,sEdisjø,sEdisjø
sédition,sédition,f,sEdisjɔ̃,sEdisjɔ̃
séducteur,séducteur,m,sEdyktœʁ,sEdyktœʁ
séduction,séduction,f,sEdyksjɔ̃,sEdyksjɔ̃
séductrice,séductrice,f,sEdyktʁis,sEdyktʁis
sedum,sedum,m,sEdɔm,sEdɔm
seersucker,seersucker,m,siʁsØkœʁ,siʁsØkœʁ
séfarade,séfarade:sépharade,b,sEfaʁad,sEfaʁad
segment,segment,m,sɛgmɑ̃,sɛgmɑ̃
ségrégation,ségrégation,f,sEgʁEgasjɔ̃,sEgʁEgasjɔ̃
seguedilla,seguedilla,f,sEgədija,sEgədija
séguedille,séguedille,f,sEgədij,sEgədij
seiche,seiche,f,sɛʃ,sɛʃ
séide,séide,m,sEid,sEid
seigle,seigle,m,sɛgl,sɛgl
seigneurie,seigneurie,f,sEɲØʁi,sEɲØʁi
seille,seille,f,sɛj,sɛj
séisme,séisme,m,sEizm,sEizm
seizième,seizième,b,sEzjɛm,sEzjɛm
séjour,séjour,m,sEʒuʁ,sEʒuʁ
sel,sel,m,sɛl,sɛl
seldjoukide,seldjoukide,b,sɛldʒukid,sɛldʒukid
sélecteur,sélecteur,m,sElEktœʁ,sElEktœʁ
sélection,sélection,f,sElEksjɔ̃,sElEksjɔ̃
sélectionné,sélectionné,m,sElEksjOne,sElEksjOne
sélectionneur,sélectionneur,m,sElEkjOnœʁ,sElEkjOnœʁ
sélectionneuse,sélectionneuse,f,sElEksjOnøz,sElEksjOnøz
sélectivité,sélectivité,f,sElEktivite,sElEktivite
sélénite,sélénite,b,sElEnit,sElEnit
sélénium,sélénium,m,sElEnjɔm,sElEnjɔm
séléniure,séléniure,m,sElEnjyʁ,sElEnjyʁ
sélénographie,sélénographie,f,sElEnOgʁafi,sElEnOgʁafi
self-control,self-control:self-contrôle,m,sɛlfkɔ̃tʁol,sɛlfkɔ̃tʁol
self-défense,self-défense,f,sɛlfdEfɑ̃s,sɛlfdEfɑ̃s
self-made man,self-made man,m,sɛlfmɛjdman,sɛlfmɛjdman
self-service,self-service,m,sɛlfsɛʁvis,sɛlfsɛʁvis
self,self,m,sɛlf,sɛlf
selle,selle,f,sɛl,sɛl
sellerie,sellerie,f,sEləʁi,sEləʁi
sellette,sellette,f,sElɛt,sElɛt
seltz,seltz,m,sɛlts,sɛlts
selva,selva,f,sɛlva,sɛlva
semaille,semaille,f,səmaj,səmaj
semaine,semaine,f,səmɛn,səmɛn
semainier,semainier,m,səmEnje,səmEnje
sémantique,sémantique,f,sEmɑ̃tik,sEmɑ̃tik
sémaphore,sémaphore,m,sEmafɔʁ,sEmafɔʁ
semblable,semblable,b,sɑ̃blabl,sɑ̃blabl
semblance,semblance,f,sɑ̃blɑ̃s,sɑ̃blɑ̃s
semblant,semblant,m,sɑ̃blɑ̃,sɑ̃blɑ̃
sème,sème,m,sɛm,sɛm
semelle,semelle,f,səmɛl,səmɛl
semen-contra,semen-contra,m,sEmɛnkɔ̃tʁa,sEmɛnkɔ̃tʁa
semence,semence,f,səmɑ̃s,səmɑ̃s
semestre,semestre,m,səmɛstʁ,səmɛstʁ
semeur,semeur,m,səmœʁ,səmœʁ
semeuse,semeuse,f,səmøz,səmøz
semi-conducteur,semi-conducteur,m,səmikɔ̃dyktœʁ,səmikɔ̃dyktœʁ
semi-liberté,semi-liberté,f,səmilibɛʁte,səmilibɛʁte
semi-remorque,semi-remorque,m,səmiʁəmɔʁk,səmiʁəmɔʁk
semi,semi:semis,m,səmi,səmi
sémillon,sémillon,m,sEmijɔ̃,sEmijɔ̃
séminaire,séminaire,m,sEminɛʁ,sEminɛʁ
séminariste,séminariste,b,sEminaʁist,sEminaʁist
séminole,séminole,b,sEminɔl,sEminɔl
séminome,séminome,m,sEminom,sEminom
sémiologie,sémiologie,f,sEmjOlOʒi,sEmjOlOʒi
sémiologue,sémiologue,b,sEmjOlɔg,sEmjOlɔg
sémiotique,sémiotique,f,sEmjOtik,sEmjOtik
sémite,sémite,b,sEmit,sEmit
semoir,semoir,m,səmwaʁ,səmwaʁ
semonce,semonce,f,səmɔ̃s,səmɔ̃s
semoule,semoule,f,səmul,səmul
semtex,semtex,m,sɛmtɛks,sɛmtɛks
sen,sen,m,sɛn,sɛn
sénat,sénat,m,sEna,sEna
sénateur,sénateur,m,sEnatœʁ,sEnatœʁ
sénatoriale,sénatoriale,f,sEnatɔʁjal,sEnatɔʁjal
sénatrice,sénatrice,f,sEnatʁis,sEnatʁis
sénatus-consulte,sénatus-consulte,m,sEnatyskɔ̃sylt,sEnatyskɔ̃sylt
séné,séné,m,sEne,sEne
sénéchal,sénéchal,m,sEnEʃal,sEnEʃo
sénégalais,sénégalais,m,sEnEgalɛ,sEnEgalɛ
sénégalaise,sénégalaise,f,sEnEgalɛz,sEnEgalɛz
sénescence,sénescence,f,sEnEsɑ̃s,sEnEsɑ̃s
sénevé,sénevé,m,sEnəve,sEnəve
sénilité,sénilité,f,sEnilite,sEnilite
senior,senior,m,sEnjɔʁ,sEnjɔʁ
señor,señor,m,sEɲɔʁ,sEɲɔʁ
sensation,sensation,f,sɑ̃sasjɔ̃,sɑ̃sasjɔ̃
sensationnalisme,sensationnalisme,m,sɑ̃sasjOnalizm,sɑ̃sasjOnalizm
sensationnel,sensationnel,m,sɑ̃sasjOnɛl,sɑ̃sasjOnɛl
sensibilisation,sensibilisation,f,sɑ̃sibilizasjɔ̃,sɑ̃sibilizasjɔ̃
sensibilité,sensibilité,f,sɑ̃sibilite,sɑ̃sibilite
sensiblerie,sensiblerie,f,sɑ̃sibləʁi,sɑ̃sibləʁi
sensorialité,sensorialité,f,sɑ̃sOʁjalite,sɑ̃sOʁjalite
sensualiste,sensualiste,b,sɑ̃sɥalist,sɑ̃sɥalist
sensualité,sensualité,f,sɑ̃sɥalite,sɑ̃sɥalite
sent-bon,sent-bon,m,sɑ̃bɔ̃,sɑ̃bɔ̃
sente,sente,f,sɑ̃t,sɑ̃t
sentence,sentence,f,sɑ̃tɑ̃s,sɑ̃tɑ̃s
senteur,senteur,f,sɑ̃tœʁ,sɑ̃tœʁ
senti,senti,m,sɑ̃ti,sɑ̃ti
sentier,sentier,m,sɑ̃tje,sɑ̃tje
sentiment,sentiment,m,sɑ̃timɑ̃,sɑ̃timɑ̃
sentimental,sentimental,m,sɑ̃timɑ̃tal,sɑ̃timɑ̃to
sentimentale,sentimentale,f,sɑ̃timɑ̃tal,sɑ̃timɑ̃tal
sentimentalisme,sentimentalisme,m,sɑ̃timɑ̃talizm,sɑ̃timɑ̃talizm
sentimentalité,sentimentalité,f,sɑ̃timɑ̃talite,sɑ̃timɑ̃talite
sentine,sentine,f,sɑ̃tin,sɑ̃tin
sentinelle,sentinelle,f,sɑ̃tinɛl,sɑ̃tinɛl
sépale,sépale,m,sEpal,sEpal
séparateur,séparateur,m,sEpaʁatœʁ,sEpaʁatœʁ
séparation,séparation,f,sEpaʁasjɔ̃,sEpaʁasjɔ̃
séparatiste,séparatiste,b,sEpaʁatist,sEpaʁatist
sépia,sépia,f,sEpja,sEpja
seppuku,seppuku:sepuku,m,sEpuku,sEpuku
seps,seps,m,sɛps,sɛps
sept,sept,f,sɛt,sɛt
septante,septante,m,sɛptɑ̃t,sɛptɑ̃t
septembre,septembre,m,sɛptɑ̃bʁ,sɛptɑ̃bʁ
septembriseur,septembriseur,m,sEptɑ̃bʁizœʁ,sEptɑ̃bʁizœʁ
septennat,septennat,m,sEptEna,sEptEna
septentrion,septentrion,m,sɛptɑ̃tʁijɔ̃,sɛptɑ̃tʁijɔ̃
septicémie,septicémie,f,sEptisEmi,sEptisEmi
septicité,septicité,f,sEptisite,sEptisite
septidi,septidi,m,sEptidi,sEptidi
septième,septième,b,sEtjɛm,sEtjɛm
septime,septime,f,sɛptim,sɛptim
septuagénaire,septuagénaire,b,sEptɥaʒEnɛʁ,sEptɥaʒEnɛʁ
septum,septum,m,sEptɔm,sEptɔm
septuor,septuor,m,sEptɥɔʁ,sEptɥɔʁ
septuple,septuple,m,sEptypl,sEptypl
sépulcre,sépulcre,m,sEpylkʁ,sEpylkʁ
sépulture,sépulture,f,sEpyltyʁ,sEpyltyʁ
séquanaise,séquanaise,f,sEkanɛz,sEkanɛz
séquelle,séquelle,f,sEkɛl,sEkɛl
séquençage,séquençage,m,sEkɑ̃saʒ,sEkɑ̃saʒ
séquence,séquence,f,sEkɑ̃s,sEkɑ̃s
séquenceur,séquenceur,m,sEkɑ̃sœʁ,sEkɑ̃sœʁ
séquestration,séquestration,f,sEkEstʁasjɔ̃,sEkEstʁasjɔ̃
séquestre,séquestre,m,sEkɛstʁ,sEkɛstʁ
sequin,sequin,m,səkɛ̃,səkɛ̃
séquoia,séquoia,m,sEkOja,sEkOja
sérac,sérac,m,sEʁak,sEʁak
sérail,sérail,m,sEʁaj,sEʁaj
séraphin,séraphin,m,sEʁafɛ̃,sEʁafɛ̃
serbe,serbe,b,sɛʁb,sɛʁb
serbo-croate,serbo-croate,b,sɛʁbOkʁOat,sɛʁbOkʁOat
serein,serein:serin,m,səʁɛ̃,səʁɛ̃
sereine,sereine,f,səʁɛn,səʁɛn
sérénade,sérénade,f,sEʁEnad,sEʁEnad
sérénité,sérénité,f,sEʁEnite,sEʁEnite
serfouette,serfouette,f,sɛʁfwɛt,sɛʁfwɛt
serge,serge,f,sɛʁʒ,sɛʁʒ
sergé,sergé,m,sɛʁʒe,sɛʁʒe
sergent-chef,sergent-chef,m,sɛʁʒɑ̃ʃɛf,sɛʁʒɑ̃ʃɛf
sergent-major,sergent-major,m,sɛʁʒɑ̃maʒɔʁ,sɛʁʒɑ̃maʒɔʁ
sergent-pilote,sergent-pilote,m,sɛʁʒɑ̃pilɔt,sɛʁʒɑ̃pilɔt
sergent,sergent,m,sɛʁʒɑ̃,sɛʁʒɑ̃
sergot,sergot,m,sɛʁgo,sɛʁgo
serial,serial:sérial,m,sEʁjal,sEʁjal
série,série,f,sEʁi,sEʁi
sérieuse,sérieuse,f,sEʁjøz,sEʁjøz
sérieux,sérieux,m,sEʁjø,sEʁjø
serine,serine,f,səʁin,səʁin
seringa,seringa,m,səʁɛ̃ga,səʁɛ̃ga
seringue,seringue,f,səʁɛ̃g,səʁɛ̃g
seringueiro,seringueiro,m,səʁɛ̃gEʁos,səʁɛ̃gEʁos
serment,serment,m,sɛʁmɑ̃,sɛʁmɑ̃
sermon,sermon,m,sɛʁmɔ̃,sɛʁmɔ̃
sermonneur,sermonneur,m,sɛʁmOnœʁ,sɛʁmOnœʁ
sérologie,sérologie,f,sEʁOlOʒi,sEʁOlOʒi
séronégatif,séronégatif,m,sEʁOnEgatif,sEʁOnEgatif
séropo,séropo,b,sEʁOpo,sEʁOpo
séropositif,séropositif,m,sEʁOpOzitif,sEʁOpOzitif
séropositive,séropositive,f,sEʁOpOzitiv,sEʁOpOzitiv
séropositivité,séropositivité,f,sEʁOpOzitivite,sEʁOpOzitivite
sérosité,sérosité,f,sEʁOzite,sEʁOzite
sérotonine,sérotonine,f,sEʁOtOnin,sEʁOtOnin
serpe,serpe,f,sɛʁp,sɛʁp
serpent,serpent,m,sɛʁpɑ̃,sɛʁpɑ̃
serpentaire,serpentaire,b,sɛʁpɑ̃tɛʁ,sɛʁpɑ̃tɛʁ
serpenteau,serpenteau,m,sɛʁpɑ̃to,sɛʁpɑ̃to
serpentement,serpentement,m,sɛʁpɑ̃təmɑ̃,sɛʁpɑ̃təmɑ̃
serpentin,serpentin,m,sɛʁpɑ̃tɛ̃,sɛʁpɑ̃tɛ̃
serpentine,serpentine,f,sɛʁpɑ̃tin,sɛʁpɑ̃tin
serpette,serpette,f,sɛʁpɛt,sɛʁpɛt
serpillière,serpillière,f,sɛʁpijɛʁ,sɛʁpijɛʁ
serpolet,serpolet,m,sɛʁpOlɛ,sɛʁpOlɛ
serra,serra,f,sEʁa,sEʁa
serrage,serrage,m,sEʁaʒ,sEʁaʒ
serrante,serrante,f,sEʁɑ̃t,sEʁɑ̃t
serre-file,serre-file,m,sɛʁfil,sɛʁfil
serre-joint,serre-joint,m,sɛʁʒwɛ̃,sɛʁʒwɛ̃
serre-livres,serre-livres,m,sɛʁlivʁ,sɛʁlivʁ
serre-tête,serre-tête,m,sɛʁtɛt,sɛʁtɛt
serre,serre,f,sɛʁ,sɛʁ
serrement,serrement,m,sɛʁəmɑ̃,sɛʁəmɑ̃
serrure,serrure,f,sEʁyʁ,sEʁyʁ
serrurerie,serrurerie,f,sEʁyʁəʁi,sEʁyʁəʁi
serrurier,serrurier,m,sEʁyʁje,sEʁyʁje
serrurière,serrurière,f,sEʁyʁjɛʁ,sEʁyʁjɛʁ
sertao,sertao:sertão,m,sɛʁtao,sɛʁtao
serti,serti,m,sɛʁti,sɛʁti
sertissage,sertissage,m,sɛʁtisaʒ,sɛʁtisaʒ
sertisseur,sertisseur,m,sɛʁtisœʁ,sɛʁtisœʁ
sérum,sérum,m,sEʁɔm,sEʁɔm
servage,servage,m,sɛʁvaʒ,sɛʁvaʒ
serval,serval,m,sɛʁval,sɛʁval
servant,servant,m,sɛʁvɑ̃,sɛʁvɑ̃
servante,servante,f,sɛʁvɑ̃t,sɛʁvɑ̃t
serve,serve,f,sɛʁv,sɛʁv
serveur,serveur,m,sɛʁvœʁ,sɛʁvœʁ
serveuse,serveuse,f,sɛʁvøz,sɛʁvøz
serviabilité,serviabilité,f,sɛʁvjabilite,sɛʁvjabilite
service,service,m,sɛʁvis,sɛʁvis
serviette-éponge,serviette-éponge,f,sɛʁvjɛtEpɔ̃ʒ,sɛʁvjɛtEpɔ̃ʒ
serviette,serviette,f,sɛʁvjɛt,sɛʁvjɛt
servilité,servilité,f,sɛʁvilite,sɛʁvilite
serviteur,serviteur,m,sɛʁvitœʁ,sɛʁvitœʁ
servitude,servitude,f,sɛʁvityd,sɛʁvityd
servofrein,servofrein,m,sɛʁvOfʁɛ̃,sɛʁvOfʁɛ̃
servomécanisme,servomécanisme,m,sɛʁvOmEkanizm,sɛʁvOmEkanizm
servomoteur,servomoteur,m,sɛʁvOmOtœʁ,sɛʁvOmOtœʁ
ses,ses,f,se,se
sésame,sésame,m,sEzam,sEzam
sesterce,sesterce,m,sEstɛʁs,sEstɛʁs
set,set,m,sɛt,sɛt
séton,séton,m,sEtɔ̃,sEtɔ̃
setter,setter,m,sEtɛʁ,sEtɛʁ
seuil,seuil,m,sœj,sœj
seul,seul,m,sœl,sœl
seule,seule,f,sœl,sœl
sève,sève,f,sɛv,sɛv
seventies,seventies,f,#DEF#,sEvœntiz
sévérité,sévérité,f,sEvEʁite,sEvEʁite
sévice,sévice,m,sEvis,sEvis
sévillan,sévillan,m,sEvilɑ̃,sEvilɑ̃
sévillane,sévillane,f,sEvilan,sEvilan
sevrage,sevrage,m,səvʁaʒ,səvʁaʒ
sèvres,sèvres,m,sɛvʁ,sɛvʁ
sévrienne,sévrienne,f,sEvʁijɛn,sEvʁijɛn
sex-appeal,sex-appeal,m,sɛksapil,sɛksapil
sex-shop,sex-shop,m,sEksʃɔp,sEksʃɔp
sex-symbol,sex-symbol,m,sɛkssɛ̃bɔl,sɛkssɛ̃bɔl
sexagénaire,sexagénaire,b,sEksaʒEnɛʁ,sEksaʒEnɛʁ
sexe,sexe,m,sɛks,sɛks
sexisme,sexisme,m,sEksizm,sEksizm
sexiste,sexiste,b,sEksist,sEksist
sexologie,sexologie,f,sEksOlOʒi,sEksOlOʒi
sexologue,sexologue,b,sEksOlɔg,sEksOlɔg
sextant,sextant,m,sEkstɑ̃,sEkstɑ̃
sextidi,sextidi,m,sɛkstidi,sɛkstidi
sextuor,sextuor,m,sEkstɥɔʁ,sEkstɥɔʁ
sexualité,sexualité,f,sEksɥalite,sEksɥalite
shabbat,shabbat,m,ʃaba,ʃaba
shake-hand,shake-hand,m,ʃɛkɛnd,ʃɛkɛnd
shaker,shaker,m,ʃEkœʁ,ʃEkœʁ
shakespearien,shakespearien,m,ʃEkspiʁjɛ̃,ʃEkspiʁjɛ̃
shakespearienne,shakespearienne,f,ʃEkspiʁjɛn,ʃEkspiʁjɛn
shamisen,shamisen,m,ʃamizɛn,ʃamizɛn
shampouineur,shampouineur,m,ʃɑ̃pwinœʁ,ʃɑ̃pwinœʁ
shampouineuse,shampouineuse,f,ʃɑ̃pwinøz,ʃɑ̃pwinøz
shanghaien,shanghaien,m,ʃɑ̃ŋgajɛ̃,ʃɑ̃ŋgajɛ̃
shed,shed,m,ʃɛd,ʃɛd
shekel,shekel,m,ʃEkɛl,ʃEkɛl
shéol,shéol,m,ʃEɔl,ʃEɔl
sherpa,sherpa,m,ʃɛʁpa,ʃɛʁpa
shetland,shetland,m,ʃɛtlɑ̃d,ʃɛtlɑ̃d
shiatsu,shiatsu,m,ʃjatsu,ʃjatsu
shimmy,shimmy,m,ʃimi,ʃimi
shingle,shingle,m,ʃɛ̃gl,ʃɛ̃gl
shintô,shintô,m,ʃinto,ʃinto
shintoïsme,shintoïsme,m,ʃɛ̃tOizm,ʃɛ̃tOizm
shintoïste,shintoïste,b,ʃɛ̃tOist,ʃɛ̃tOist
shipchandler,shipchandler,m,ʃipʃɑ̃dlœʁ,ʃipʃɑ̃dlœʁ
shipping,shipping,m,ʃipiŋ,ʃipiŋ
shirting,shirting,m,ʃœʁtiŋ,ʃœʁtiŋ
shit,shit,m,ʃit,ʃit
shogoun,shogoun:shogun:shôgun,m,ʃOgun,ʃOgun
shogunat,shogunat,m,ʃOguna,ʃOguna
shoot,shoot,m,ʃut,ʃut
shooteuse,shooteuse,f,ʃutøz,ʃutøz
shopping,shopping,m,ʃOpiŋ,ʃOpiŋ
short,short,m,ʃɔʁt,ʃɔʁt
shoshone,shoshone,b,ʃOʃOn,ʃOʃOn
show-business,show-business,m,ʃObiznɛs,ʃObiznɛs
showbiz,showbiz,m,ʃObiz,ʃObiz
shrapnel,shrapnel:shrapnell,m,ʃʁapnɛl,ʃʁapnɛl
shunt,shunt,m,ʃœnt,ʃœnt
si,si,m,si,si
siam,siam,m,sjam,sjam
siamois,siamois,m,sjamwa,sjamwa
siamoise,siamoise,f,sjamwaz,sjamwaz
sibérien,sibérien,m,sibEʁjɛ̃,sibEʁjɛ̃
sibérienne,sibérienne,f,sibEʁjɛn,sibEʁjɛn
sibylle,sibylle,f,sibil,sibil
sicaire,sicaire,m,sikɛʁ,sikɛʁ
sicilien,sicilien,m,sisiljɛ̃,sisiljɛ̃
sicilienne,sicilienne,f,sisiljɛn,sisiljɛn
sida,sida,m,sida,sida
side-car,side-car,m,sidkaʁ,sidkaʁ
sidéen,sidéen,m,sidEɛ̃,sidEɛ̃
sidération,sidération,f,sidEʁasjɔ̃,sidEʁasjɔ̃
sidérite,sidérite,f,sidEʁit,sidEʁit
sidérurgie,sidérurgie,f,sidEʁyʁʒi,sidEʁyʁʒi
sidérurgiste,sidérurgiste,b,sidEʁyʁʒist,sidEʁyʁʒist
sidi,sidi,m,sidi,sidi
siècle,siècle,m,sjɛkl,sjɛkl
siège,siège,m,sjɛʒ,sjɛʒ
siennois,siennois,m,sjEnwa,sjEnwa
sierra,sierra,f,sjEʁa,sjEʁa
sieste,sieste,f,sjɛst,sjɛst
sifflante,sifflante,f,siflɑ̃t,siflɑ̃t
sifflard,sifflard,m,siflaʁ,siflaʁ
sifflement,sifflement,m,sifləmɑ̃,sifləmɑ̃
sifflet,sifflet,m,siflɛ,siflɛ
siffleur,siffleur,m,siflœʁ,siflœʁ
sifflotement,sifflotement,m,siflɔtəmɑ̃,siflɔtəmɑ̃
sifflotis,sifflotis,m,siflOti,siflOti
sigisbée,sigisbée,m,siʒisbe,siʒisbe
sigle,sigle,m,sigl,sigl
signal,signal,m,siɲal,siɲo
signalement,signalement,m,siɲaləmɑ̃,siɲaləmɑ̃
signaleur,signaleur,m,siɲalœʁ,siɲalœʁ
signalisation,signalisation,f,siɲalizasjɔ̃,siɲalizasjɔ̃
signataire,signataire,b,siɲatɛʁ,siɲatɛʁ
signature,signature,f,siɲatyʁ,siɲatyʁ
signet,signet,m,siɲɛ,siɲɛ
signifiance,signifiance,f,siɲifjɑ̃s,siɲifjɑ̃s
signification,signification,f,siɲifikasjɔ̃,siɲifikasjɔ̃
signifié,signifié,m,siɲifje,siɲifje
signor,signor,m,siɲɔʁ,siɲɔʁ
signora,signora,f,siɲOʁa,siɲOʁa
signorina,signorina,f,siɲOʁina,siɲOʁina
sikh,sikh,b,sik,sik
silence,silence,m,silɑ̃s,silɑ̃s
silencieux,silencieux,m,silɑ̃sjø,silɑ̃sjø
silène,silène,m,silɛn,silɛn
silex,silex,m,silɛks,silɛks
silhouette,silhouette,f,silwɛt,silwɛt
silicate,silicate,m,silikat,silikat
silice,silice,f,silis,silis
silicium,silicium,m,silisjɔm,silisjɔm
silicone,silicone,f,silikon,silikon
silicose,silicose,f,silikoz,silikoz
silionne,silionne,f,siljɔn,siljɔn
sillage,sillage,m,sijaʒ,sijaʒ
sillet,sillet,m,sijɛ,sijɛ
sillon,sillon,m,sijɔ̃,sijɔ̃
silo,silo,m,silo,silo
silvaner,silvaner:sylvaner,m,silvanɛʁ,silvanɛʁ
sima,sima,m,sima,sima
